Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta
02081520,D-R732  PROX SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d r732 prox switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6560474395751954,0.34395256,"Automation Mechanical, Tools, Gasses","0.6560, 0.7316, 0.7738",Automation Mechanical,0.350645089,Automation Mechanical,0.0756,0.037
02158763,NJ07  FLOATING JOINT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,nj07 floating joint,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6379038572311402,0.362096143,"Automation Mechanical, Tools, Gasses","0.6379, 0.7058, 0.7622",Automation Mechanical,0.373035955,Automation Mechanical,0.0679,0.0218
02187760,"M127006 CLEVIS,1.3/4""/2"" M SERIES",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,m127006 clevis 1 3 4 2 m series,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6524644494056702,0.347535551,"Automation Mechanical, Tools, Gasses","0.6525, 0.6928, 0.7624",Automation Mechanical,0.352482033,Automation Mechanical,0.0403,0.0157
02377379,D-R731  SENSOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d r731 sensor,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6448419451713563,0.355158055,"Automation Mechanical, Tools, Gasses","0.6448, 0.7207, 0.7523",Automation Mechanical,0.368455875,Automation Mechanical,0.0759,0.0279
02764176,D-Z76L REED SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d z76l reed switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6500409126281739,0.349959087,"Automation Mechanical, Tools, Gasses","0.6500, 0.7084, 0.7551",Automation Mechanical,0.354898894,Automation Mechanical,0.0584,0.0123
02766612,"SY9320-5DZ-02T VALVE, DBL SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy9320 5dz 02t valve dbl sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6364907503128052,0.36350925,"Automation Mechanical, Tools, Gasses","0.6365, 0.7249, 0.7544",Automation Mechanical,0.37138133,Automation Mechanical,0.0884,0.0262
02858346,D-A93SAPC SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d a93sapc switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6612640142440797,0.338735986,"Automation Mechanical, Tools, Gasses","0.6613, 0.7295, 0.7821",Automation Mechanical,0.343875253,Automation Mechanical,0.0682,0.0398
03540328,AS3000-N02 SPEED CONTROL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3000 n02 speed control,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6178180694580079,0.382181931,"Automation Mechanical, Tools, Gasses","0.6178, 0.6969, 0.7719",Automation Mechanical,0.385140073,Automation Mechanical,0.0791,0.0628
03960706,SV4100-5W1U 2 POSITION SINGLE SOLENOID,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sv4100 5w1u 2 position single solenoid,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6425426363945008,0.357457364,"Automation Mechanical, Tools, Gasses","0.6425, 0.7109, 0.7638",Automation Mechanical,0.35841918,Automation Mechanical,0.0684,0.0279
04241335,PF2W711-N10-67N DIGITAL FLOW SWITCH FOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pf2w711 n10 67n digital flow switch for,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6289979577064515,0.371002042,"Automation Mechanical, Tools, Gasses","0.6290, 0.7173, 0.7450",Automation Mechanical,0.377975261,Automation Mechanical,0.0883,0.0321
04382034,EX600-DXPD DIG IN PNP 16 IN M12 CON,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 dxpd dig in pnp 16 in m12 con,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6663830041885377,0.333616996,"Automation Mechanical, Tools, Gasses","0.6664, 0.7305, 0.7894",Automation Mechanical,0.33817867,Automation Mechanical,0.0641,0.0153
04558185,AK4000-N04 CHECK VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ak4000 n04 check valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6356516003608704,0.3643484,"Automation Mechanical, Tools, Gasses","0.6357, 0.7296, 0.7478",Automation Mechanical,0.369502425,Automation Mechanical,0.0939,0.0238
04576383,"SY7120-5YO-02T VALVE, SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7120 5yo 02t valve sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6325955271720887,0.367404473,"Automation Mechanical, Tools, Gasses","0.6326, 0.7134, 0.7337",Automation Mechanical,0.381560552,Automation Mechanical,0.0808,0.0291
04785526,"AS2052F-08 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 08 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.62203528881073,0.377964711,"Automation Mechanical, Tools, Gasses","0.6220, 0.7045, 0.7755",Automation Mechanical,0.373932731,Automation Mechanical,0.0825,0.0525
04896300,"AS2052F-06 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 06 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.624180030822754,0.375819969,"Automation Mechanical, Tools, Gasses","0.6242, 0.7038, 0.7791",Automation Mechanical,0.373402011,Automation Mechanical,0.0796,0.0525
04980047,"AS1002F-03 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as1002f 03 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6217862606048584,0.378213739,"Automation Mechanical, Tools, Gasses","0.6218, 0.7059, 0.7801",Automation Mechanical,0.375875032,Automation Mechanical,0.0841,0.0523
05225012,"AS3002F-12 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 12 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6289971947669983,0.371002805,"Automation Mechanical, Tools, Gasses","0.6290, 0.6968, 0.7735",Automation Mechanical,0.371072674,Automation Mechanical,0.0678,0.0465
05624298,AD48-A FILTER BOWL,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ad48 a filter bowl,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6405975699424744,0.35940243,"Automation Mechanical, Tools, Gasses","0.6406, 0.7310, 0.7805",Automation Mechanical,0.362342405,Automation Mechanical,0.0904,0.0245
05624324,AF30-03D-A FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,af30 03d a filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6480104923248291,0.351989508,"Automation Mechanical, Tools, Gasses","0.6480, 0.7292, 0.7707",Automation Mechanical,0.355765212,Automation Mechanical,0.0812,0.0138
05624369,AF40-N04D-Z-A FILTER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,af40 n04d z a filter,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6499102115631104,0.350089788,"Automation Mechanical, Tools, Gasses","0.6499, 0.7285, 0.7704",Automation Mechanical,0.35401901,Automation Mechanical,0.0786,0.0141
05785949,"KQ2H07-M5A FITTING, MALE CONNECTOR",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2h07 m5a fitting male connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6533873319625855,0.346612668,"Automation Mechanical, Tools, Gasses","0.6534, 0.7334, 0.7748",Automation Mechanical,0.349209857,Automation Mechanical,0.08,0.012
06058168,GKM27-54 PISTON ROD CLEVIS,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,gkm27 54 piston rod clevis,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6329983115196228,0.367001688,"Automation Mechanical, Tools, Gasses","0.6330, 0.6927, 0.7511",Automation Mechanical,0.361955273,Automation Mechanical,0.0597,0.0116
06802741,A8R336M  AIR MOTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,a8r336m air motor,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6072431325912476,0.392756867,"Automation Mechanical, Tools, Gasses","0.6072, 0.6851, 0.7326",Automation Mechanical,0.386897171,Automation Mechanical,0.0779,0.0213
07145078,ID-300S DESICANT W/FILTER ELEMENT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,id 300s desicant w filter element,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6610424637794495,0.338957536,"Automation Mechanical, Tools, Gasses","0.6610, 0.7429, 0.7746",Automation Mechanical,0.357125783,Automation Mechanical,0.0819,0.0173
09310460,F420S FLOW CONTROL VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,f420s flow control valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6172225832939149,0.382777417,"Automation Mechanical, Tools, Gasses","0.6172, 0.7336, 0.7618",Automation Mechanical,0.375154698,Automation Mechanical,0.1164,0.0357
09794231,VF5120K-3DZ1-03T PILOT OPERATED 5 PORT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vf5120k 3dz1 03t pilot operated 5 port,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6491691589355469,0.350830841,"Automation Mechanical, Tools, Gasses","0.6492, 0.7139, 0.7580",Automation Mechanical,0.35289607,Automation Mechanical,0.0647,0.0133
09826641,VV71-J1U005 VV7 MANIFOLD ISO SERIES,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vv71 j1u005 vv7 manifold iso series,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6459417939186096,0.354058206,"Automation Mechanical, Tools, Gasses","0.6459, 0.7462, 0.7520",Automation Mechanical,0.355474865,Automation Mechanical,0.1003,0.0104
11510437,546511 BASIC VALVE LR-D-DI-MAXI,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,546511 basic valve lr d di maxi,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6221522808074952,0.377847719,"Automation Mechanical, Tools, Gasses","0.6222, 0.7126, 0.7524",Automation Mechanical,0.379709733,Automation Mechanical,0.0904,0.023
14466102,B35XP.4E.04AG BELLOWS CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b35xp 4e 04ag bellows cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6531764030456544,0.346823597,"Automation Mechanical, Tools, Gasses","0.6532, 0.7204, 0.7680",Automation Mechanical,0.352703643,Automation Mechanical,0.0672,0.016
18971084,102.006.013.5,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,102 006 013 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6655879974365235,0.334412003,"Automation Mechanical, Tools, Gasses","0.6656, 0.7437, 0.7947",Automation Mechanical,0.341269004,Automation Mechanical,0.0781,0.0348
01985923,D-A93L  AUTO-SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d a93l auto switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6334836244583131,0.366516376,"Automation Mechanical, Tools, Gasses","0.6335, 0.7080, 0.7733",Automation Mechanical,0.365508604,Automation Mechanical,0.0745,0.0456
01989979,KDM10-06  MULTI-CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6585432529449463,0.341456747,"Automation Mechanical, Tools, Gasses","0.6585, 0.7417, 0.7789",Automation Mechanical,0.344900215,Automation Mechanical,0.0832,0.0106
01989988,KDM10P-06  MULTI CONNECTOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kdm10p 06 multi connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6597368001937867,0.3402632,"Automation Mechanical, Tools, Gasses","0.6597, 0.7444, 0.7802",Automation Mechanical,0.343236816,Automation Mechanical,0.0847,0.0121
02779772,D-H7PW SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d h7pw switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6417375922203065,0.358262408,"Automation Mechanical, Tools, Gasses","0.6417, 0.7159, 0.7529",Automation Mechanical,0.349476516,Automation Mechanical,0.0742,0.0176
03075719,310387,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,310387,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6578049421310426,0.342195058,"Automation Mechanical, Tools, Gasses","0.6578, 0.7287, 0.7562",Automation Mechanical,0.340388596,Automation Mechanical,0.0709,0.016
05433224,322173-E,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,322173 e,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6746406793594361,0.325359321,"Automation Mechanical, Tools, Gasses","0.6746, 0.7408, 0.7626",Automation Mechanical,0.331852376,Automation Mechanical,0.0662,0.0113
11898988,RPED0200-NU00CWALTNL22SKB-00XX,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,rped0200 nu00cwaltnl22skb 00xx,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6583553671836853,0.341644633,"Automation Mechanical, Tools, Gasses","0.6584, 0.7135, 0.7585",Automation Mechanical,0.343742883,Automation Mechanical,0.0551,0.0228
13706371,"SY7300-5U1-NA VALVE, 5 PORT SOLENOID 4/5",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7300 5u1 na valve 5 port solenoid 4 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6286693692207337,0.371330631,"Automation Mechanical, Tools, Gasses","0.6287, 0.7190, 0.7370",Automation Mechanical,0.373102343,Automation Mechanical,0.0903,0.0261
18927500,"210958 FLEXXPUMP4 N411, SINGLE OUTLET,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,210958 flexxpump4 n411 single outlet,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6491964936256409,0.350803506,"Automation Mechanical, Tools, Gasses","0.6492, 0.7198, 0.7516",Automation Mechanical,0.3501122,Automation Mechanical,0.0706,0.0143
18927508,"215351 FLEXXPUMP4 ND412, TWO OUTLETS",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,215351 flexxpump4 nd412 two outlets,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6506728887557984,0.349327111,"Automation Mechanical, Tools, Gasses","0.6507, 0.7264, 0.7583",Automation Mechanical,0.348568523,Automation Mechanical,0.0757,0.0175
18927514,207236 PROGRESSIVE DISTRIBUTOR TSPV 6-50,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,207236 progressive distributor tspv 6 50,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6374213457107545,0.362578654,"Automation Mechanical, Tools, Gasses","0.6374, 0.7157, 0.7581",Automation Mechanical,0.362879837,Automation Mechanical,0.0783,0.0134
15522265,ASC0415-1MT161-6-HMA,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,asc0415 1mt161 6 hma,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6523665070533753,0.347633493,"Automation Mechanical, Tools, Gasses","0.6524, 0.7040, 0.7593",Automation Mechanical,0.348074019,Automation Mechanical,0.0516,0.0139
08098740,1200-SILENCER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,1200 silencer,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.646067774295807,0.353932226,"Automation Mechanical, Tools, Gasses","0.6461, 0.7147, 0.7654",Automation Mechanical,0.351780605,Automation Mechanical,0.0686,0.0138
18774443,GS-19-250,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,gs 19 250,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6557531833648682,0.344246817,"Automation Mechanical, Tools, Gasses","0.6558, 0.7025, 0.7702",Automation Mechanical,0.342355072,Automation Mechanical,0.0467,0.0105
18754384,PST12010B16D14,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pst12010b16d14,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6532451152801514,0.346754885,"Automation Mechanical, Tools, Gasses","0.6532, 0.7090, 0.7550",Automation Mechanical,0.349847007,Automation Mechanical,0.0558,0.0217
05624496,AL30-N03-Z-A LUBRICATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,al30 n03 z a lubricator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6096518397331239,0.39034816,"Automation Mechanical, Tools, Gasses","0.6097, 0.6858, 0.7511",Automation Mechanical,0.385451102,Automation Mechanical,0.0761,0.0126
02092305,D-M9P   AUTO SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d m9p auto switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6362478375434877,0.363752162,"Automation Mechanical, Tools, Gasses","0.6362, 0.7097, 0.7759",Automation Mechanical,0.363325763,Automation Mechanical,0.0735,0.05
06639677,PF2W740-N06-67 SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pf2w740 n06 67 switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6614750981330872,0.338524902,"Automation Mechanical, Tools, Gasses","0.6615, 0.7157, 0.7505",Automation Mechanical,0.345838583,Automation Mechanical,0.0542,0.0218
04048325,EX600-AXA ANALOG IN UNIT 2 IN M12 CON,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 axa analog in unit 2 in m12 con,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6727525830268861,0.327247417,"Automation Mechanical, Tools, Gasses","0.6728, 0.7114, 0.7726",Automation Mechanical,0.346649086,Automation Mechanical,0.0386,0.0187
08333001,D-MP050B,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d mp050b,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.640221679210663,0.359778321,"Automation Mechanical, Tools, Gasses","0.6402, 0.7047, 0.7676",Automation Mechanical,0.357325673,Automation Mechanical,0.0645,0.0312
02854577,M36 AIR DRIVEN PUMP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,m36 air driven pump,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6155609011650085,0.384439099,"Automation Mechanical, Tools, Gasses","0.6156, 0.7173, 0.7492",Automation Mechanical,0.378508615,Automation Mechanical,0.1017,0.0107
02441829,D-93A SENSOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,d 93a sensor,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6495259761810304,0.350474024,"Automation Mechanical, Tools, Gasses","0.6495, 0.7238, 0.7657",Automation Mechanical,0.367663503,Automation Mechanical,0.0743,0.0302
02851295,EM910-005N ELEMENT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,em910 005n element,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6558837175369263,0.344116282,"Automation Mechanical, Tools, Gasses","0.6559, 0.7186, 0.7596",Automation Mechanical,0.371298218,Automation Mechanical,0.0627,0.028
09310363,C1200S CHECK VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,c1200s check valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6337400317192079,0.366259968,"Automation Mechanical, Tools, Gasses","0.6337, 0.7296, 0.7387",Automation Mechanical,0.367551446,Automation Mechanical,0.0959,0.0126
04241334,PF2W711-N10-67 DIGITAL FLOW SWITCH FOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pf2w711 n10 67 digital flow switch for,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6267147302627565,0.37328527,"Automation Mechanical, Tools, Gasses","0.6267, 0.7131, 0.7467",Automation Mechanical,0.379899538,Automation Mechanical,0.0864,0.034
16024104,VS24-10730,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vs24 10730,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.649861490726471,0.350138509,"Automation Mechanical, Tools, Gasses","0.6499, 0.7172, 0.7534",Automation Mechanical,0.348613751,Automation Mechanical,0.0673,0.0125
10987265,SP-WP50-BB-PK,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sp wp50 bb pk,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6479842305183412,0.352015769,"Automation Mechanical, Tools, Gasses","0.6480, 0.7180, 0.7623",Automation Mechanical,0.346764541,Automation Mechanical,0.07,0.0166
01238053,238610-032-D,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,238610 032 d,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6698091149330139,0.330190885,"Automation Mechanical, Tools, Gasses","0.6698, 0.7367, 0.7588",Automation Mechanical,0.344248188,Automation Mechanical,0.0669,0.0119
04409698,EX600-ED3 END PLATE CON 5PIN,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 ed3 end plate con 5pin,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6374555468559266,0.362544453,"Automation Mechanical, Tools, Gasses","0.6375, 0.6991, 0.7646",Automation Mechanical,0.36091156,Automation Mechanical,0.0616,0.0253
04409703,PCA-1558849 POWER CON RIGHT ANGLE 6M,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pca 1558849 power con right angle 6m,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.646245324611664,0.353754675,"Automation Mechanical, Tools, Gasses","0.6462, 0.7105, 0.7439",Automation Mechanical,0.343155849,Automation Mechanical,0.0643,0.0144
05225271,PCA-1446566 COM CABLE CON M12 D CODE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,pca 1446566 com cable con m12 d code,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6602431535720825,0.339756846,"Automation Mechanical, Tools, Gasses","0.6602, 0.7463, 0.7730",Automation Mechanical,0.33680414,Automation Mechanical,0.0861,0.0205
04048329,EX600-ZMV1 VALVE PLATE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 zmv1 valve plate,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6467058658599854,0.353294134,"Automation Mechanical, Tools, Gasses","0.6467, 0.7124, 0.7726",Automation Mechanical,0.363431811,Automation Mechanical,0.0657,0.0183
09776930,"SY5420-5LOZ-C8 VALVE, DBL SOL, BODY",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy5420 5loz c8 valve dbl sol body,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6358176350593567,0.364182365,"Automation Mechanical, Tools, Gasses","0.6358, 0.7273, 0.7465",Automation Mechanical,0.375881135,Automation Mechanical,0.0915,0.0228
10433319,"VHK2A-08F-08F VHK, FINGER VALVE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vhk2a 08f 08f vhk finger valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.634723675251007,0.365276325,"Automation Mechanical, Tools, Gasses","0.6347, 0.7110, 0.7446",Automation Mechanical,0.366883969,Automation Mechanical,0.0763,0.0196
09800539,VHK2A-06F-06F FINGER VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vhk2a 06f 06f finger valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,,,0.6410859942436218,0.358914006,"Automation Mechanical, Tools, Gasses","0.6411, 0.7120, 0.7499",Automation Mechanical,0.367018855,Automation Mechanical,0.0709,0.0224
